subentry,measure,reaction,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"11347003","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","6.78","13.96","108","True","R.W.Bauer,J.D.Anderson,H.F.Lutz,C.Wong,J.W.Mc Clure,B.A.Pohl","1967","Nuclear Physics,Section A 93,673 (1967)"
"11350002","CS","N,EL","Cross section for natN(n,Elastic)natN","4.99","11.6","6","True","L.F.Chase Jr,R.G.Johnson,R.V.Smith,F.J.Vaughn,M.Walt","1961","Report other than progress report: AFSWC-TR-61-15  (1961)"
"11350004","CS","N,TOT","Cross section for natN(n,Total)","4.99","11.6","6","True","L.F.Chase Jr,R.G.Johnson,R.V.Smith,F.J.Vaughn,M.Walt","1961","Report other than progress report: AFSWC-TR-61-15  (1961)"
"11350005","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","4.99","11.6","83","True","L.F.Chase Jr,R.G.Johnson,R.V.Smith,F.J.Vaughn,M.Walt","1961","Report other than progress report: AFSWC-TR-61-15  (1961)"
"11357002","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","3.07","7.11","65","True","N.A.Bostrom,I.L.Morgan,J.T.Prud'Homme,A.R.Sattar","1957","Report other than progress report: WADC-TR-57-446  (1957)"
"11357003","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","3.07","15.83","117","True","N.A.Bostrom,I.L.Morgan,J.T.Prud'Homme,A.R.Sattar","1957","Report other than progress report: WADC-TR-57-446  (1957)"
"11357004","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","4.3","4.3","14","True","N.A.Bostrom,I.L.Morgan,J.T.Prud'Homme,A.R.Sattar","1957","Report other than progress report: WADC-TR-57-446  (1957)"
"11357005","CS","N,EL","Cross section for natN(n,Elastic)natN","3.07","15.83","10","False","N.A.Bostrom,I.L.Morgan,J.T.Prud'Homme,A.R.Sattar","1957","Report other than progress report: WADC-TR-57-446  (1957)"
"12593015","CS","N,EL","Cross section for natN(n,Elastic)natN","1.5","1.5","1","False","E.Fermi,L.Marshall","1947","Physical Review 71,666 (1947)"
"12641005","CS","N,TOT","Cross section for natN(n,Total)","14.2","14.2","1","True","D.I.Meyer,W.Nyer","1951","Report other than progress report: LA-1279  (1951)"
"12973003","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","20.0","25.0","67","True","J.S.Petler,M.S.Islam,R.W.Finlay,F.S.Dietrich","1985","Physical Review,Part C,Nuclear Physics 32,673 (1985)"
"13569004","CS","N,TOT","Cross section for natN(n,Total)","5.29253","24.9359","474","True","R.W.Finlay,W.P.Abfalterer,G.Fink,E.Montei,T.Adami,P.W.Lisowski,G.L.Morgan,R.C.Haight","1993","Physical Review,Part C,Nuclear Physics 47,237 (1993)"
"13728002","CS","N,TOT","Cross section for natN(n,Total)","3.7614000000000003e-07","0.22721000000000002","305","True","J.A.Harvey,N.W.Hill,N.M.Larson,D.C.Larson,C.O.Beasley,G.M.Hale","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,729 (1991); C,93VAIL,737 (1993)"
"13728003","CS","N,TOT","Cross section for natN(n,Total)","0.035872","24.884","6563","True","J.A.Harvey,N.W.Hill,N.M.Larson,D.C.Larson,C.O.Beasley,G.M.Hale","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,729 (1991); C,93VAIL,737 (1993)"
"13728004","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","0.42391300000000004","1.198185","245","True","J.A.Harvey,N.W.Hill,N.M.Larson,D.C.Larson,C.O.Beasley,G.M.Hale","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,729 (1991); C,93VAIL,737 (1993)"
"13728005","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","0.42392599999999997","1.1987750000000001","332","True","J.A.Harvey,N.W.Hill,N.M.Larson,D.C.Larson,C.O.Beasley,G.M.Hale","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,729 (1991); C,93VAIL,737 (1993)"
"13728006","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","0.42397500000000005","1.1987560000000002","266","True","J.A.Harvey,N.W.Hill,N.M.Larson,D.C.Larson,C.O.Beasley,G.M.Hale","1991","Conf.on Nucl.Data for Sci.and Technol.,Juelich 1991 ,729 (1991); C,93VAIL,737 (1993)"
"13790004","CS","N,TOT","Cross section for natN(n,Total)","2.44","2.44","1","True","R.Ladenburg,M.H.Kanner","1937","Physical Review 52,911 (1937)"
"14122002","CS","N,TOT","Cross section for natN(n,Total)","0.1492","1.461","112","True","C.H.Johnson,B.Petree,R.K.Adair","1951","Physical Review 84,775 (1951)"
"20662002","CS","N,TOT","Cross section for natN(n,Total)","0.975","5.327","1664","True","J.Bommer","1976","Report other than progress report: HMI-B-210  (1976); Nuclear Physics,Section A 263,86 (1976)"
"21042002","CS","N,TOT","Cross section for natN(n,Total)","1.91","3.81","91","True","R.Meier,R.Ricamo,P.Scherrer,W.Zuenti","1953","Helvetica Physica Acta 26,451 (1953)"
"31473002","CS","N,TOT","Spectrum average Cross section for natN(n,Total)","1.0349999999999999e-10","1.0349999999999999e-10","1","True","N.T.Kashukreev,G.A.Stanev,V.T.Surdjiisky,E.N.Stoyanova","1977","Report other than progress report: INDC(BUL)-4  (1977)"
"40793003","DA","N,EL","Differential c/s with respect to angle for natN(n,Elastic)natN","14.0","14.0","13","True","V.I.Strizhak,V.V.Bobyr',L.Ja.Grona","1961","Zhurnal Eksperimental'noi i Teoret. Fiziki 41,(2),313 (1961); Soviet Physics - JETP 14,225 (1962)"
