subentry,measure,reaction,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"10470006","CS","N,TOT","Cross section for 23Na(n,Total)","1.623","1.698","17","False","P.H.Brown,B.L.Quan,J.J.Weiss,R.C.Block","1975","Report other than progress report: COO-2479-2  (1975)"
"10470007","CS","N,TOT","Cross section for 23Na(n,Total)","3.009","3.176","15","False","P.H.Brown,B.L.Quan,J.J.Weiss,R.C.Block","1975","Report other than progress report: COO-2479-2  (1975)"
"10470008","CS","N,TOT","Cross section for 23Na(n,Total)","0.46730000000000005","0.5347000000000001","88","False","P.H.Brown,B.L.Quan,J.J.Weiss,R.C.Block","1975","Report other than progress report: COO-2479-2  (1975)"
"10470009","CS","N,TOT","Cross section for 23Na(n,Total)","0.29","0.298","24","False","P.H.Brown,B.L.Quan,J.J.Weiss,R.C.Block","1975","Report other than progress report: COO-2479-2  (1975)"
"10470010","CS","N,TOT","Cross section for 23Na(n,Total)","0.46180000000000004","0.5347000000000001","96","False","P.H.Brown,B.L.Quan,J.J.Weiss,R.C.Block","1975","Report other than progress report: COO-2479-2  (1975)"
"10494002","CS","N,P","Partial cross section for 23Na(n,p)23Ne","5.51","8.56","23","True","C.M.Bartle","1975","Nuclear Instrum.and Methods in Physics Res. 124,547 (1975)"
"10494004","CS","N,P","Cross section for 23Na(n,p)23Ne","5.51","8.56","11","True","C.M.Bartle","1975","Nuclear Instrum.and Methods in Physics Res. 124,547 (1975)"
"10494005","CS","N,A","Cross section for 23Na(n,alpha)20F","6.77","8.56","7","True","C.M.Bartle","1975","Nuclear Instrum.and Methods in Physics Res. 124,547 (1975)"
"10572003","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","0.55","2.0","1451","True","W.E.Kinney,J.W.Mcconnell","1976","Int.Conf.on Interact.of Neutr.with Nuclei,Lowell 1976 2,1319 (1976)"
"10572004","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.55","2.0","10157","True","W.E.Kinney,J.W.Mcconnell","1976","Int.Conf.on Interact.of Neutr.with Nuclei,Lowell 1976 2,1319 (1976)"
"10761002","CS","N,TOT","Cross section for 23Na(n,Total)","0.032479","19.563","5522","True","D.C.Larson,J.A.Harvey,N.W.Hill","1976","Report other than progress report: ORNL-TM-5614  (1976)"
"10774003","CS","N,TOT","Cross section for 23Na(n,Total)","0.0024506","0.0031119999999999997","50","True","J.Seltzer,F.W.K.Firk","1974","Nuclear Science and Engineering 53,415 (1974)"
"10776015","CS","N,2N","Cross section for 23Na(n,2n)22Na","14.6","14.6","1","True","R.A.Sigg","1976","Thesis or dissertation: Sigg  (1976); Dissertation Abstracts B (Sciences) 37,2237 (1976)"
"10776028","CS","N,G","Cross section for 23Na(n,gamma)24Na","14.6","14.6","1","True","R.A.Sigg","1976","Thesis or dissertation: Sigg  (1976); Dissertation Abstracts B (Sciences) 37,2237 (1976)"
"11028007","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.53e-08","2.53e-08","1","True","J.W.Meadows,J.F.Whalen","1961","Nuclear Science and Engineering 9,132 (1961)"
"11136008","CS","N,TOT","Cross section for 23Na(n,Total)","2.46","2.88","2","True","W.H.Zinn,S.Seely,V.W.Cohen","1939","Physical Review 56,260 (1939)"
"11201005","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","0.3","1.5","25","False","J.P.Chien,A.B.Smith","1966","Nuclear Science and Engineering 26,500 (1966)"
"11249004","CS","N,TOT","Cross section for 23Na(n,Total)","0.025","0.99","120","True","R.K.Adair,H.H.Barschall,C.K.Bockelman,O.Sala","1949","Physical Review 75,1124 (1949)"
"11260007","CS","N,TOT","Cross section for 23Na(n,Total)","0.024","0.83","6","False","R.Fields,B.Russell,D.Sachs,A.Wattenberg","1947","Physical Review 71,508 (1947)"
"11263006","CS","N,P","Spectrum average Cross section for 23Na(n,p)23Ne","14.0","14.0","1","False","J.E.Strain,W.J.Ross","1965","Report other than progress report: ORNL-3672  (1965)"
"11263007","CS","N,A","Spectrum average Cross section for 23Na(n,alpha)20F","14.0","14.0","1","False","J.E.Strain,W.J.Ross","1965","Report other than progress report: ORNL-3672  (1965)"
"11274006","CS","N,P","Cross section for 23Na(n,p)23Ne","14.5","14.5","1","True","E.B.Paul,R.L.Clarke","1953","Canadian Journal of Physics 31,267 (1953)"
"11305003","CS","N,TOT","Cross section for 23Na(n,Total)","2.21","2.765","14","True","H.R.Dvorack,R.N.Little Jr","1953","Physical Review 90,618 (1953)"
"11331003","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.03","0.065","2","True","R.L.Macklin,J.H.Gibbons,T.Inada","1963","Physical Review 129,2695 (1963)"
"11365002","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24m0Na","2.53e-08","2.53e-08","1","True","S.P.Harris,D.Rose,H.P.Schroeder","1953","Progress report: ANL-5031 68 (1953)"
"11367003","CS","N,TOT","Cross section for 23Na(n,Total)","0.0016","0.025","15","True","E.Merzbacher,P.W.Crutchfild Jr,H.W.Newson","1959","Annals of Physics (New York) 8,194 (1959)"
"11367004","CS","N,TOT","Cross section for 23Na(n,Total)","0.0379","0.06","32","True","E.Merzbacher,P.W.Crutchfild Jr,H.W.Newson","1959","Annals of Physics (New York) 8,194 (1959)"
"11377002","CS","N,TOT","Cross section for 23Na(n,Total)","0.9","1.7","172","True","F.J.Vaughn,W.L.Imhof,R.G.Johnson","1963","Nuclear Science and Engineering 17,325 (1963); Private communication: Johnson  (1961)"
"11377003","CS","N,TOT","Cross section for 23Na(n,Total)","1.25","2.1","18","True","F.J.Vaughn,W.L.Imhof,R.G.Johnson","1963","Nuclear Science and Engineering 17,325 (1963); Private communication: Johnson  (1961)"
"11378002","CS","N,TOT","Cross section for 23Na(n,Total)","8.58","11.59","4","True","R.G.Johnson,M.Walt","1962","Progress report: LMSC-4-50-62-1 22 (1962)"
"11386003","CS","N,TOT","Cross section for 23Na(n,Total)","0.0246","0.0782","28","False","C.T.Hibdon,A.Langsdorf Jr,R.E.Holland","1952","Physical Review 85,595 (1952)"
"11387005","CS","N,TOT","Cross section for 23Na(n,Total)","0.122","1.012","240","True","P.H.Stelson,W.M.Preston","1952","Physical Review 88,1354 (1952)"
"11391002","CS","N,2N","Cross section for 23Na(n,2n)22Na","14.1","14.1","1","True","R.J.Prestwood","1955","Physical Review 98,47 (1955)"
"11394002","CS","N,TOT","Cross section for 23Na(n,Total)","0.01047","0.1586","147","False","A.L.Toller,H.W.Newson","1955","Physical Review 99,1625(11) (1955)"
"11399002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.024","0.024","1","True","R.L.Macklin,N.H.Lazar,W.S.Lyon","1957","Physical Review 107,504 (1957); Progress report: ORNL-2302 27 (1957)"
"11402003","CS","N,TOT","Cross section for 23Na(n,Total)","0.00257","0.0084","31","False","W.M.Good,J.H.Neiler,J.H.Gibbons","1958","Physical Review 109,926 (1958)"
"11404007","DA","N,EL","times 4 pi Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.03","0.09","46","True","R.C.Block,W.Haeberli,H.W.Newson","1958","Physical Review 109,1620 (1958)"
"11404009","DA","N,EL","times 4 pi Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.03","0.09","48","True","R.C.Block,W.Haeberli,H.W.Newson","1958","Physical Review 109,1620 (1958)"
"11405002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.02","0.99","19","True","S.J.Bame Jr,R.L.Cubitt","1959","Physical Review 113,256 (1959)"
"11407002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.195","0.195","1","True","W.S.Lyon,R.L.Macklin","1959","Physical Review 114,1619 (1959)"
"11410002","CS","N,TOT","Cross section for 23Na(n,Total)","0.001","0.349","702","False","C.T.Hibdon","1960","Physical Review 118,514 (1960); Private communication: Hibdon  (1964)"
"11410003","CS","N,TOT","Cross section for 23Na(n,Total)","0.00265","0.3465","519","False","C.T.Hibdon","1960","Physical Review 118,514 (1960); Private communication: Hibdon  (1964)"
"11412002","CS","N,A","Cross section for 23Na(n,alpha)20F","6.3","19.0","39","True","C.F.Williamson","1961","Physical Review 122,1877 (1961)"
"11412003","CS","N,P","Cross section for 23Na(n,p)23Ne","4.0","19.0","103","True","C.F.Williamson","1961","Physical Review 122,1877 (1961)"
"11413002","CS","N,TOT","Cross section for 23Na(n,Total)","0.35","0.629","346","False","C.T.Hibdon","1961","Physical Review 122,1235 (1961); Private communication: Hibdon  (1964)"
"11413003","CS","N,TOT","Cross section for 23Na(n,Total)","0.35","0.6295","458","False","C.T.Hibdon","1961","Physical Review 122,1235 (1961); Private communication: Hibdon  (1964)"
"11414002","CS","N,TOT","Cross section for 23Na(n,Total)","0.63","0.86","252","False","C.T.Hibdon","1961","Physical Review 124,500 (1961); Private communication: Hibdon  (1964)"
"11414003","CS","N,TOT","Cross section for 23Na(n,Total)","0.63","0.86","321","False","C.T.Hibdon","1961","Physical Review 124,500 (1961); Private communication: Hibdon  (1964)"
"11420002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.97","19.39","17","True","H.O.Menlove,K.L.Coop,H.A.Grench,R.Sher","1967","Physical Review 163,1299 (1967); Neutron Cross-Section Techn. Conf.,Washington 1966 2,746 (1966)"
"11421003","CS","N,2N","Cross section for 23Na(n,2n)22Na","13.5","19.39","7","True","H.O.Menlove,K.L.Coop,H.A.Grench,R.Sher","1967","Physical Review 163,1308 (1967); Thesis or dissertation: Menlove  (1966)"
"11425003","CS","N,TOT","Cross section for 23Na(n,Total)","0.1008","0.6489","557","True","J.F.Whalen,J.W.Meadows","1968","Progress report: ANL-7310 10 (1968); Private communication: Whalen  (1967)"
"11426002","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","2.53e-08","2.53e-08","1","True","W.A.Brooksbank,G.W.Leddicotte,W.S.Lyon,S.A.Reynolds","1955","Nuclear Sci.and Engineering Congress,Cleveland 1955 ,(203) (1955)"
"11429002","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.024","0.024","1","True","R.Booth,W.P.Ball,M.H.Mac Gregor","1958","Physical Review 112,226 (1958)"
"11443002","CS","N,TOT","Cross section for 23Na(n,Total)","1.996e-08","1.055e-05","365","True","E.G.Joki,L.G.Miller,J.E.Evans","1955","Report other than progress report: IDO-16276  (1955); Physical Review 99,610(B4) (1955)"
"11447004","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","L.Seren,H.N.Friedlander,S.H.Turkel","1947","Physical Review 72,888 (1947)"
"11448002","CS","N,G","Average Cross section for 23Na(n,gamma)24Na","0.55","0.55","1","True","H.Reese Jr,F.H.Abernathy","1953","Report other than progress report: ORNL-CF-53-8-22  (1953)"
"12524011","CS","N,TOT","Cross section for 23Na(n,Total)","14.12","14.12","1","True","J.H.Coon,E.R.Graves,H.H.Barschall","1952","Physical Review 88,562 (1952); Report other than progress report: LA-1446  (1952)"
"12593016","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","1.5","1.5","1","False","E.Fermi,L.Marshall","1947","Physical Review 71,666 (1947)"
"12866002","CS","N,G","Spectrum average Cross section for 23Na(n,gamma)24Na","2.5e-08","2.5e-08","1","True","R.E.Heft","1978","Conf.on Computers in Activ.Analysis,Mayaguez 1978 ,495 (1978)"
"12918004","CS","N,A","Cross section for 23Na(n,alpha)20F","14.5","14.5","1","True","D.A.Leich,R.J.Borg,V.B.Lanier","1985","Private communication: Leich  (1985)"
"12965002","CS","N,P","Cross section for 23Na(n,p)23Ne","5.22","11.0","792","True","H.Weigmann,G.F.Auchampaugh,P.W.Lisowski,M.S.Moore,G.L.Morgan","1982","Conf.on Nucl.Data for Sci.and Technol.,Antwerp 1982 ,814 (1982)"
"12965003","CS","N,A","Cross section for 23Na(n,alpha)20F","5.731","11.0","597","True","H.Weigmann,G.F.Auchampaugh,P.W.Lisowski,M.S.Moore,G.L.Morgan","1982","Conf.on Nucl.Data for Sci.and Technol.,Antwerp 1982 ,814 (1982)"
"13041007","CS","N,TOT","Cross section for 23Na(n,Total)","0.00011999999999999999","0.00011999999999999999","1","False","C.T.Hibdon","1950","Physical Review 79,747 (1950)"
"13041008","CS","N,EL","Potential scattering cross section for 23Na(n,Elastic)23Na","0.000345","0.000345","1","False","C.T.Hibdon","1950","Physical Review 79,747 (1950)"
"13153004","CS","N,G","Fast reactor neutron spectrum average Cross section for 23Na(n,gamma)24Na","0.58","0.58","1","True","G.P.Lamaze,C.M.Eisenhauer,J.A.Grundl,E.D.Mcgarry,F.J.Schima,V.Spiegel","1988","Conf.on Nucl.Data For Sci.and Technol.,Mito 1988 1033 (1988)"
"13868003","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","11","True","R.E.Maerker","1972","Report other than progress report: ORNL-TM-3957  (1972)"
"14080008","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.002","0.002","1","False","R.P.Schuman,R.L.Tromp","1970","Progress report: IN-1317 39 (1970)"
"14403002","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","1.48","4.5","167","True","J.R.Vanhoy,S.F.Hicks,A.Chakraborty,B.R.Champine,B.Combs,B.P.Crider,L.J.Kersting,A.Kumar,C.J.Lueck,P.J.Mcdonough,M.T.Mcellistrem,E.E.Peters,F.M.Prados-Estevez,L.Sidwell,A.Sigillito,D.W.Watts,S.W.Yates","2014","Europ. Physical Journal C: Particles and Fields 66,03091 (2014)"
"20004002","CS","N,P","Cross section,compound nucleus contribution for 23Na(n,p)23Ne","14.0","14.0","1","True","D.L.Allan","1961","Nuclear Physics 24,274 (1961)"
"20004003","CS","N,P","Cross section,compound nucleus contribution for 23Na(n,p)23Ne","14.0","14.0","1","True","D.L.Allan","1961","Nuclear Physics 24,274 (1961)"
"20011002","CS","N,TOT","Cross section for 23Na(n,Total)","0.28806","0.89985","3363","True","S.Cierjacks,P.Forti,D.Kopsch,L.Kropp,J.Nebe,H.Unseld","1969","Report other than progress report: KFK-1000 (SUPP.2) (1969); Report other than progress report: EUR-3963 (SUPP.2) (1969); Report other than progress report: EANDC(E)-111 (SUPP.2) (1969); Report other than progress report: KFK-1000  (1968); Report other than progress report: EUR-3963E  (1968); Report other than progress report: EANDC(E)-111  (1968); Private communication: Nebe  (1970)"
"20011008","CS","N,TOT","Cross section for 23Na(n,Total)","0.90037","19.978","3612","True","S.Cierjacks,P.Forti,D.Kopsch,L.Kropp,J.Nebe,H.Unseld","1969","Report other than progress report: KFK-1000 (SUPP.2) (1969); Report other than progress report: EUR-3963 (SUPP.2) (1969); Report other than progress report: EANDC(E)-111 (SUPP.2) (1969); Report other than progress report: KFK-1000  (1968); Report other than progress report: EUR-3963E  (1968); Report other than progress report: EANDC(E)-111  (1968); Private communication: Nebe  (1970)"
"20013002","CS","N,TOT","Cross section for 23Na(n,Total)","0.90026","1.0546","334","True","S.Cierjacks,P.Forti,D.Kopsch,L.Kropp,J.Nebe","1970","Nuclear Data for Reactors Conf.,Helsinki 1970 2,756 (1970); Private communication: Nebe  (1970)"
"20085003","CS","N,P","Cross section for 23Na(n,p)23Ne","14.7","14.7","1","True","F.Flesch,P.Hille","1967","Oesterr.Akad.Wiss.,Math-Naturw.Kl.,Sitzungsber. 176,45 (1967)"
"20085004","CS","N,A","Cross section for 23Na(n,alpha)20F","14.7","14.7","1","True","F.Flesch,P.Hille","1967","Oesterr.Akad.Wiss.,Math-Naturw.Kl.,Sitzungsber. 176,45 (1967)"
"20109002","CS","N,2N","Spectrum average Cross section for 23Na(n,2n)22Na","1.0","1.0","1","True","E.Steinnes","1970","Radiochimica Acta 13,169 (1970)"
"20177002","CS","N,TOT","Cross section for 23Na(n,Total)","0.895","2.02","188","True","G.Deconninck,M.De Vroey,J.P.Meulders","1963","Progress report: EANDC(E)-49 42 (1963)"
"20223004","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","14.76","14.76","8","True","P.Kuijper,J.C.Veefkind,C.C.Jonker","1972","Nuclear Physics,Section A 181,545 (1972); Private communication: Kuijper  (1965); Thesis or dissertation: Kuijper  (1968)"
"20223005","CS","N,TOT","Cross section for 23Na(n,Total)","14.76","14.76","1","True","P.Kuijper,J.C.Veefkind,C.C.Jonker","1972","Nuclear Physics,Section A 181,545 (1972); Private communication: Kuijper  (1965); Thesis or dissertation: Kuijper  (1968)"
"20402002","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","5.0","5.0","1","True","R.E.Coles","1971","Report other than progress report: AWRE-O-03/71  (1971)"
"20402003","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","5.0","5.0","10","True","R.E.Coles","1971","Report other than progress report: AWRE-O-03/71  (1971)"
"20755003","CS","N,A","Cross section,compound nucleus contribution for 23Na(n,alpha)20F","14.1","14.1","1","True","M.L.Sanchez,J.L.Casanova,J.Casanova","1974","Progress report: NEANDC(OR)-140 8 (1974); Anales de Fisica y Quimica 71,(2),119 (1975)"
"20790002","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","T.B.Ryves,D.R.Perkins","1970","Journal of Nuclear Energy 24,419 (1970); Journal of Nuclear Energy 24,35 (1970); Journal of Nuclear Energy 22,759 (1968); Chemical Nucl. Data Conf.,Canterbury 1971 139 (1971)"
"20838014","CS","N,A","Cross section for 23Na(n,alpha)20F","12.6","18.7","7","True","G.Woelfer,M.Bormann","1966","Zeitschrift fuer Physik 194,75 (1966); Nuclear Structure Conf.,Antwerp 1965 541 (1965); Report other than progress report: EANDC-50 110 (1966); Progress report: EANDC(E)-66 42 (1966)"
"20889005","CS","N,P","Cross section for 23Na(n,p)23Ne","14.7","14.7","1","True","A.Pasquarelli","1967","Nuclear Physics,Section A 93,218 (1967)"
"20892005","CS","N,P","Cross section for 23Na(n,p)23Ne","14.18","19.61","12","True","J.Picard,C.F.Williamson","1965","Nuclear Physics 63,673 (1965)"
"20892006","CS","N,A","Cross section for 23Na(n,alpha)20F","14.18","19.61","12","True","J.Picard,C.F.Williamson","1965","Nuclear Physics 63,673 (1965)"
"20892007","CS","N,2N","Cross section for 23Na(n,2n)22Na","14.89","19.61","6","True","J.Picard,C.F.Williamson","1965","Nuclear Physics 63,673 (1965)"
"20910002","CS","N,TOT","Cross section for 23Na(n,Total)","0.1792","19.91","1934","True","A.Langsford,P.H.Bowen,G.C.Cox,F.W.K.Firk,D.B.Mcconnellb.Rose,M.Saltmarsh","1965","Nuclear Structure Conf.,Antwerp 1965 529 (1965); Report other than progress report: EANDC-50 81 (1966); Progress report: AERE-PR/NP-12  (1967); Progress report: AERE-PR/NP-9 34 (1966)"
"20926003","CS","N,2N","Cross section for 23Na(n,2n)22Na","12.63","19.58","23","True","H.Liskien,A.Paulsen","1965","Nuclear Physics 63,393 (1965); Nukleonik 8,315 (1966); Private communication: Paulsen  (1965)"
"20927002","CS","N,P","Partial cross section for 23Na(n,p)23Ne","8.0","8.8","10","True","R.Bass,Fatma Saleh,B.Staginnus","1966","Progress report: EANDC(E)-66 64 (1966); Report other than progress report: IKF-13  (1965); Nuclear Structure Conf.,Antwerp 1965 ,495 (1965); Zeitschrift fuer Physik 218,190 (1969)"
"20927003","CS","N,P","Partial cross section for 23Na(n,p)23Ne","5.3","8.0","109","True","R.Bass,Fatma Saleh,B.Staginnus","1966","Progress report: EANDC(E)-66 64 (1966); Report other than progress report: IKF-13  (1965); Nuclear Structure Conf.,Antwerp 1965 ,495 (1965); Zeitschrift fuer Physik 218,190 (1969)"
"20927005","CS","N,A","Partial cross section for 23Na(n,alpha)20F","8.0","8.8","12","True","R.Bass,Fatma Saleh,B.Staginnus","1966","Progress report: EANDC(E)-66 64 (1966); Report other than progress report: IKF-13  (1965); Nuclear Structure Conf.,Antwerp 1965 ,495 (1965); Zeitschrift fuer Physik 218,190 (1969)"
"20928004","CS","N,P","Cross section for 23Na(n,p)23Ne","5.8","8.975","128","True","R.Bass,P.Haug,K.Kruger,B.Staginnus","1966","Report other than progress report: EANDC(E)-66 64 (1966)"
"20928005","CS","N,A","Cross section for 23Na(n,alpha)20F","6.8","8.975","88","True","R.Bass,P.Haug,K.Kruger,B.Staginnus","1966","Report other than progress report: EANDC(E)-66 64 (1966)"
"20973002","CS","N,TOT","Cross section for 23Na(n,Total)","2.75","5.21","114","True","G.Calvi,R.Ricamo,A.Rubbino,D.Zubke","1963","Nuclear Physics 48,408 (1963)"
"20978002","CS","N,TOT","Cross section for 23Na(n,Total)","5.045","8.553","130","True","U.Fasoli,D.Toniolo,G.Zago,F.Fabiani","1966","Nuovo Cimento B 44,455 (1966)"
"21004006","CS","N,G","Cross section for 23Na(n,gamma)24Na","14.7","14.7","1","True","G.Magnusson,P.Andersson,I.Berquist","1980","Physica Scripta 21,(1),21 (1980); Progress report: KDK-32 12 (1979); Report other than progress report: LUNF-D6-3032  (1979); Progress report: KDK-23 13 (1978); Progress report: EANDC(OR)-115L  (1972); Nukleonika 23,175 (1978)"
"21039002","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","1.51","4.04","42","True","U.Fasoli,D.Toniolo,G.Zago,V.Benzi","1969","Nuclear Physics,Section A 125,227 (1969); Report other than progress report: CEC-(68)7  (1968)"
"21039006","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","1.51","4.04","3","True","U.Fasoli,D.Toniolo,G.Zago,V.Benzi","1969","Nuclear Physics,Section A 125,227 (1969); Report other than progress report: CEC-(68)7  (1968)"
"21039011","CS","N,TOT","Cross section for 23Na(n,Total)","1.51","6.4","4","True","U.Fasoli,D.Toniolo,G.Zago,V.Benzi","1969","Nuclear Physics,Section A 125,227 (1969); Report other than progress report: CEC-(68)7  (1968)"
"21042003","CS","N,TOT","Cross section for 23Na(n,Total)","1.91","3.81","94","True","R.Meier,R.Ricamo,P.Scherrer,W.Zuenti","1953","Helvetica Physica Acta 26,451 (1953)"
"21045002","CS","N,TOT","Cross section for 23Na(n,Total)","0.00059","0.019","64","False","J.E.Lynn,F.W.Firk,M.C.Moxon","1958","Nuclear Physics 5,603 (1958)"
"21063002","CS","N,TOT","Cross section for 23Na(n,Total)","4.08","6.19","42","True","D.Stuewer,H.Genz,M.Bormann","1965","Nuclear Physics 62,165 (1965); Progress report: EANDC(E)-49 3 (1963)"
"21089002","CS","N,TOT","Cross section for 23Na(n,Total)","0.775","4.07","96","True","J.H.Towle,W.B.Gilboy","1962","Nuclear Physics 32,610 (1962)"
"21089004","DA","N,EL","Differential c/s with respect to angle for 23Na(n,Elastic)23Na","0.98","3.97","41","False","J.H.Towle,W.B.Gilboy","1962","Nuclear Physics 32,610 (1962)"
"21089015","CS","N,EL","Cross section for 23Na(n,Elastic)23Na","0.98","2.515","3","True","J.H.Towle,W.B.Gilboy","1962","Nuclear Physics 32,610 (1962)"
"21125002","CS","N,A","Cross section for 23Na(n,alpha)20F","14.05","14.05","1","True","P.G.Bizzeti,A.M.Bizzeti-Sona,M.Bicciolini","1962","Nuclear Physics 36,38 (1962)"
"21183002","CS","N,G","Cross section for 23Na(n,gamma)24Na","2.5299999999999998e-08","2.5299999999999998e-08","1","True","S.J.Cocking,J.F.Raffle","1957","Journal of Nuclear Energy 4,33 (1957); Report other than progress report: AERE-NP/R-1894  (1958)"
"21192003","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.00855","0.096","7","True","C.Le Rigoleur,J.C.Bluet,H.Beil,J.L.Leroy","1966","J. Nuclear Energy,Part A+B (Reactor Sci.Techn.) 20,67 (1966); Report other than progress report: EANDC(E)-54S  (1964); Progress report: EANDC(E)-57U  (1965); Progress report: EANDC(E)-140U  (1971); Progress report: CEA-SMNF-65 2 (1965)"
"21192005","CS","N,G","Cross section for 23Na(n,gamma)24Na","0.0125","0.134","11","True","C.Le Rigoleur,J.C.Bluet,H.Beil,J.L.Leroy","1966","J. Nuclear Energy,Part A+B (Reactor Sci.Techn.) 20,67 (1966); Report other than progress report: EANDC(E)-54S  (1964); Progress report: EANDC(E)-57U  (1965); Progress report: EANDC(E)-140U  (1971); Progress report: CEA-SMNF-65 2 (1965)"
"21257003","CS","N,TOT","Cross section for 23Na(n,Total)","14.68","14.68","1","True","F.Guarrini,A.Luches,G.Pauli,G.Poiani","1968","Nuclear Science and Engineering 31,341 (1968); Report other than progress report: INFN/BE-65 10 (1965)"
"21281003","CS","N,TOT","Cross section for 23Na(n,Total)","1.27e-06","0.012","83","False","E.R.Hodgson,J.F.Gallagher,E.M.Bowey","1952","Proc.Physical Society (London),Section A 65,992 (1952)"
"21284002","CS","N,TOT","Cross section for 23Na(n,Total)","1.87","14.48","51","True","J.L.Leory","1963","Journal de Physique 24,826 (1963); Progress report: EANDC(E)-38L 53 (1962)"
"21438002","CS","N,G","Cross section for 23Na(n,gamma)24Na","14.5","14.5","1","True","J.L.Perkin,L.P.O'Connor,R.F.Coleman","1958","Proceedings of the Physical Society (London),72,505 (1958)"
