subentry,measure,reaction,description,ENmin,ENmax,rows,uncertainties,authors,year,reference
"10859003","CS","N,EL","Cross section for 16O(n,Elastic)16O","9.211","14.933","11","True","S.G.Glendinning,S.El-Kadi,C.E.Nelson,F.O.Purser,C.R.Gould,L.W.Seagondollar","1982","Nuclear Science and Engineering 82,393 (1982)"
"10965002","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","24.0","24.0","21","True","P.Grabmayr,J.Rapaport,R.W.Finlay","1980","Nuclear Physics,Section A 350,167 (1980); Private communication: Finlay  (1981)"
"11189002","CS","N,P","Spectrum average Cross section for 16O(n,p)16N","13.65","13.65","1","True","B.L.Cohen","1951","Physical Review 81,184 (1951)"
"11196004","CS","N,P","Cross section for 16O(n,p)16N","14.7","14.7","1","True","J.Kantele,D.G.Gardner","1962","Nuclear Physics 35,353 (1962)"
"11274003","CS","N,P","Cross section for 16O(n,p)16N","14.5","14.5","1","True","E.B.Paul,R.L.Clarke","1953","Canadian Journal of Physics 31,267 (1953)"
"11285004","CS","N,A","Partial cross section for 16O(n,alpha)13C","5.02","8.77","160","False","E.A.Davis,T.W.Bonner,D.W.Worley Jr,R.Bass","1963","Nuclear Physics 48,169 (1963); Private communication: Davis  (1963)"
"11302006","CS","N,D","Cross section for 16O(n,d)15N","14.1","14.1","1","False","A.B.Lillie","1952","Physical Review 87,716 (1952)"
"11321003","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","5.0","5.0","10","True","R.W.Hill","1958","Physical Review 109,2105 (1958)"
"11334009","CS","N,EL","Cross section for 16O(n,Elastic)16O","3.066","4.73","129","False","D.Lister,A.Sayres","1966","Physical Review 143,745 (1966)"
"11369002","CS","N,P","Cross section for 16O(n,p)16N","12.61","16.3","22","True","K.W.Seeman,W.E.Moore","1962","Report other than progress report: KAPL-2214  (1962); Bulletin of the American Physical Society 6,237(DA15) (1961)"
"11390002","CS","N,P","Cross section for 16O(n,p)16N","12.4","17.95","11","True","H.C.Martin","1954","Physical Review 93,498 (1954)"
"11411002","CS","N,P","Cross section for 16O(n,p)16N","14.7","14.7","1","True","J.A.De Juren,R.W.Stooksberry","1960","Physical Review 120,901 (1960)"
"11415002","CS","N,P","Cross section for 16O(n,p)16N","11.08","19.04","27","True","J.A.De Juren,R.W.Stooksbury,M.Wallis","1962","Physical Review 127,1229 (1962)"
"11433002","DA","N,A","Partial differential cross section d/dA for 16O(n,alpha)13C","14.1","14.1","12","True","D.R.Maxson,R.D.Murphy","1968","Nuclear Physics,Section A 110,555 (1968); Private communication: Murphy  (1967)"
"12524009","CS","N,TOT","Cross section for 16O(n,Total)","14.12","14.12","1","True","J.H.Coon,E.R.Graves,H.H.Barschall","1952","Physical Review 88,562 (1952); Report other than progress report: LA-1446  (1952)"
"12524059","CS","N,TOT","Cross section for 16O(n,Total)","14.12","14.12","1","True","J.H.Coon,E.R.Graves,H.H.Barschall","1952","Physical Review 88,562 (1952); Report other than progress report: LA-1446  (1952)"
"12657004","DA","N,EL","Relative data Differential c/s with respect to angle for 16O(n,Elastic)16O","14.2","14.2","12","True","F.G.J.Perey","1960","Thesis or dissertation: Perey  (1960); Bulletin of the American Physical Society 5,18 (1960)"
"12962002","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","23.0","23.0","24","True","S.T.Lam,W.K.Dawson,S.A.Elbakr,H.W.Fielding,P.W.Green,R.L.Helmer,I.J.Van Heerden,A.H.Hussein,S.P.Kwan,G.C.Neilson,T.Otsubo,D.M.Sheppard,H.S.Sherif,J.Soukup","1985","Physical Review,Part C,Nuclear Physics 32,76 (1985)"
"13979002","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","10.0","17.0","77","False","L.Anli,H.G.Pfutzner,C.R.Howell,R.L.Walter","1989","Chinese J.of Nuclear Physics (Beijing). 11,(3),1 (1989)"
"14189048","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","9.2","9.2","24","False","J.H.Dave,C.R.Gould","1983","Physical Review,Part C,Nuclear Physics 28,2212 (1983)"
"14189049","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","10.7","10.7","17","False","J.H.Dave,C.R.Gould","1983","Physical Review,Part C,Nuclear Physics 28,2212 (1983)"
"14189050","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","12.5","12.5","18","False","J.H.Dave,C.R.Gould","1983","Physical Review,Part C,Nuclear Physics 28,2212 (1983)"
"14189051","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.0","14.0","30","False","J.H.Dave,C.R.Gould","1983","Physical Review,Part C,Nuclear Physics 28,2212 (1983)"
"14189052","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","15.0","15.0","28","False","J.H.Dave,C.R.Gould","1983","Physical Review,Part C,Nuclear Physics 28,2212 (1983)"
"14205002","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","18.0","18.0","23","True","J.P.Delaroche,M.S.Islam.R.W.Finlay","1986","Physical Review,Part C,Nuclear Physics 33,1826 (1986); Nuclear Physics,Section A 464,395 (1987)"
"14205003","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","20.0","20.0","20","True","J.P.Delaroche,M.S.Islam.R.W.Finlay","1986","Physical Review,Part C,Nuclear Physics 33,1826 (1986); Nuclear Physics,Section A 464,395 (1987)"
"14205004","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","22.0","22.0","29","True","J.P.Delaroche,M.S.Islam.R.W.Finlay","1986","Physical Review,Part C,Nuclear Physics 33,1826 (1986); Nuclear Physics,Section A 464,395 (1987)"
"14205005","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","24.0","24.0","21","True","J.P.Delaroche,M.S.Islam.R.W.Finlay","1986","Physical Review,Part C,Nuclear Physics 33,1826 (1986); Nuclear Physics,Section A 464,395 (1987)"
"14205006","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","24.5","24.5","23","True","J.P.Delaroche,M.S.Islam.R.W.Finlay","1986","Physical Review,Part C,Nuclear Physics 33,1826 (1986); Nuclear Physics,Section A 464,395 (1987)"
"20163004","CS","N,EL","Cross section for 16O(n,Elastic)16O","14.8","14.8","1","False","B.Lundberg,S.Schwarz,H.O.Zetterstroem","1967","Arkiv foer Fysik 34,247 (1967)"
"20163005","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.8","14.8","15","True","B.Lundberg,S.Schwarz,H.O.Zetterstroem","1967","Arkiv foer Fysik 34,247 (1967)"
"20167002","DA","N,A","Relative data Differential c/s with respect to angle for 16O(n,alpha)13C","13.6","13.9","10","True","M.Fuerst-Rauch,H.Muenzer","1965","Acta Physica Austriaca 20,300 (1965); Oesterr.Akad.Wiss.,Math-Naturw.Kl.,Sitzungsber. 174,187 (1965)"
"20167003","DA","N,A","Relative data Differential c/s with respect to angle for 16O(n,alpha)13C","14.1","14.1","5","True","M.Fuerst-Rauch,H.Muenzer","1965","Acta Physica Austriaca 20,300 (1965); Oesterr.Akad.Wiss.,Math-Naturw.Kl.,Sitzungsber. 174,187 (1965)"
"20475006","CS","N,A","Partial cross section for 16O(n,alpha)13C","14.1","14.1","1","True","M.Bormann,D.Kaack,V.Schroeder,W.Scobel,L.Wilde","1973","Zeitschrift fuer Physik 258,285 (1973); Progress report: EANDC(E)-115 66 (1969); Progress report: EANDC(E)-127 36 (1970); Progress report: EANDC(E)-150SUP 29 (1972); Private communication: Scobel  (1973)"
"20496002","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.1","14.1","7","True","G.C.Bonazzola,T.Bressani,E.Chiavassa,L.Naldi,B.Minetti,A.Pasquarelli","1972","Lettere al Nuovo Cimento 5,226 (1972); Nucl.Structure Conf.,Budapest 1972 ,134 (1972); Nuclear Instrum.and Methods in Physics Res. 87,291 (1970)"
"20545002","CS","N,P","Cross section for 16O(n,p)16N","14.4","14.4","1","True","M.Schmidt-Hoenow,W.Herr","1972","Radiochimica Acta 17,142 (1972)"
"20548002","CS","N,A","Partial cross section for 16O(n,alpha)13C","13.9","13.9","1","True","H.J.Brede,M.Moerike,B.Schuerenberg,G.Staudt,F.Weng","1971","Zeitschrift fuer Physik 245,1 (1971); Private communication: Staudt  (1971)"
"20548003","DA","N,A","Partial differential cross section d/dA for 16O(n,alpha)13C","13.9","13.9","29","True","H.J.Brede,M.Moerike,B.Schuerenberg,G.Staudt,F.Weng","1971","Zeitschrift fuer Physik 245,1 (1971); Private communication: Staudt  (1971)"
"20751002","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","2.56","2.76","14","True","L.Drigo,G.Tornielli,G.Zannoni","1976","Nuovo Cimento A 31,(1),1 (1976); Private communication: Drigo  (1978)"
"20755002","CS","N,P","Cross section,compound nucleus contribution for 16O(n,p)16N","14.1","14.1","1","True","M.L.Sanchez,J.L.Casanova,J.Casanova","1974","Progress report: NEANDC(OR)-140 8 (1974); Anales de Fisica y Quimica 71,(2),119 (1975)"
"20843006","DA","N,A","Partial diff. gamma em. cross section d/dA for 16O(n,alpha)13C","8.06","10.25","31","True","C.Nordborg,L.Nilsson,H.Conde,L-G.Stroemberg","1978","Nuclear Science and Engineering 66,75 (1978); Progress report: UPP-76 92 (1977); Int.Conf.on Interact.of Neutr.with Nuclei,Lowell 1976 1318 (1976); Progress report: KDK-12 28 (1976); Progress report: INIS-MF-1634  (1975); Report other than progress report: INDC-17 13 (1974); Progress report: INIS-MF-1843  (1974)"
"20898002","CS","N,P","Cross section for 16O(n,p)16N","13.35","16.65","15","True","M.Bormann,F.Dreyer,H.Neuert,I.Riehle,U.Zielinski","1966","Nuclear Data For Reactors Conf.,Paris 1966 1,225 (1966); Progress report: EANDC(E)-66 42 (1966)"
"20902002","DA","N,A","Partial differential cross section d/dA for 16O(n,alpha)13C","14.1","14.1","9","True","W.N.Mcdicken,W.Jack","1966","Nuclear Physics 88,457 (1966)"
"20902003","CS","N,A","Partial cross section for 16O(n,alpha)13C","14.1","14.1","1","True","W.N.Mcdicken,W.Jack","1966","Nuclear Physics 88,457 (1966)"
"20907009","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.14","14.14","22","True","D.Meier,M.Breullmann,H.Jung,P.Marmier","1969","Helvetica Physica Acta 42,813 (1969); Helvetica Physica Acta 42,597 (1969); Progress report: EANDC(OR)-90  (1969); Progress report: EANDC(OR)-48  (1967); Private communication: Bruellmann  (1970)"
"20907010","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.14","14.14","1","True","D.Meier,M.Breullmann,H.Jung,P.Marmier","1969","Helvetica Physica Acta 42,813 (1969); Helvetica Physica Acta 42,597 (1969); Progress report: EANDC(OR)-90  (1969); Progress report: EANDC(OR)-48  (1967); Private communication: Bruellmann  (1970)"
"20907011","CS","N,EL","Cross section for 16O(n,Elastic)16O","14.14","14.14","1","True","D.Meier,M.Breullmann,H.Jung,P.Marmier","1969","Helvetica Physica Acta 42,813 (1969); Helvetica Physica Acta 42,597 (1969); Progress report: EANDC(OR)-90  (1969); Progress report: EANDC(OR)-48  (1967); Private communication: Bruellmann  (1970)"
"20907014","CS","N,TOT","Cross section for 16O(n,Total)","14.14","14.14","1","True","D.Meier,M.Breullmann,H.Jung,P.Marmier","1969","Helvetica Physica Acta 42,813 (1969); Helvetica Physica Acta 42,597 (1969); Progress report: EANDC(OR)-90  (1969); Progress report: EANDC(OR)-48  (1967); Private communication: Bruellmann  (1970)"
"20955004","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51737","6.1688","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955005","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.5174","6.1691","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955006","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51743","6.1696","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955007","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.5175","6.1704","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955008","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51755","6.171","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955009","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51764","6.172","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955010","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.5177","6.1728","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955011","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51789","6.175","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955012","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51796","6.1759","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"20955013","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","0.51802","6.1766","2114","True","I.Schouky,S.Cierjacks","1977","Report other than progress report: KFK-2503  (1977); Physical Review,Part C,Nuclear Physics 17,12 (1978); Progress report: NEANDC(E)-192 (5),3 (1978); Progress report: NEANDC(E)-182 (5),7 (1977); Progress report: NEANDC(E)-172 (5),3 (1976); Progress report: KFK-2379 3 (1976)"
"21072002","CS","N,A","Cross section for 16O(n,alpha)13C","3.65","4.22","26","True","J.Seitz,P.Huber","1955","Helvetica Physica Acta 28,227 (1955)"
"21251004","CS","N,TOT","Cross section for 16O(n,Total)","0.26","3.8","13","False","E.Bretscher,E.B.Martin","1950","Helvetica Physica Acta 23,15 (1950); Report other than progress report: BR-137  (1943)"
"21251007","CS","N,TOT","Cross section for 16O(n,Total)","0.26","2.35","11","False","E.Bretscher,E.B.Martin","1950","Helvetica Physica Acta 23,15 (1950); Report other than progress report: BR-137  (1943)"
"21343010","CS","N,A","Cross section for 16O(n,alpha)13C","14.8","14.8","1","True","M.Bormann,S.Cierjacks,E.Fretwurst,K.-J.Giesicke,H.Neuert,H.Pollehn","1963","Zeitschrift fuer Physik 174,1 (1963)"
"21343012","CS","N,A","Cross section for 16O(n,alpha)13C","12.3","19.5","7","True","M.Bormann,S.Cierjacks,E.Fretwurst,K.-J.Giesicke,H.Neuert,H.Pollehn","1963","Zeitschrift fuer Physik 174,1 (1963)"
"21461002","CS","N,A","Cross section for 16O(n,alpha)13C","14.9","14.9","1","True","B.Leroux,K.Sordo,K.El-Hammami,J.Dalmas,R.Chastel,G.Lamot,C.Fayard,J.Hajj Boutros","1968","Nuclear Physics,Section A 116,(1),196 (1968); Light Nuclei Colloquium,Lyon,1966 C1,93 (1966); Journal de Physique - Colloque 27,C1-93 (1966)"
"21474002","CS","N,A","Partial cross section for 16O(n,alpha)13C","7.134","12.03","12","True","D.Dandy,J.L.Wankling,C.J.Parnell","1968","Report other than progress report: AWRE-O-60/68  (1968)"
"21474003","CS","N,A","Cross section for 16O(n,alpha)13C","7.136","12.03","11","True","D.Dandy,J.L.Wankling,C.J.Parnell","1968","Report other than progress report: AWRE-O-60/68  (1968)"
"21674002","DA","N,A","Partial differential cross section d/dA for 16O(n,alpha)13C","14.8","18.81","252","True","I.Sick,E.Baumgartner,P.Huber,Th.Stammbach","1968","Helvetica Physica Acta 41,573 (1968)"
"21674004","CS","N,A","Partial cross section for 16O(n,alpha)13C","14.8","18.81","28","True","I.Sick,E.Baumgartner,P.Huber,Th.Stammbach","1968","Helvetica Physica Acta 41,573 (1968)"
"21675002","DA","N,D","Partial differential cross section d/dA for 16O(n,d)15N","14.1","14.1","6","True","E.Gadioli,S.Micheletti","1963","Physics Letters 6,229 (1963)"
"21846006","CS","N,P","Cross section for 16O(n,p)16N","14.7","14.7","1","True","W.Schantl","1970","Thesis or dissertation: Schantl  (1970)"
"21846035","CS","N,P","Cross section for 16O(n,p)16N","14.7","14.7","1","False","W.Schantl","1970","Thesis or dissertation: Schantl  (1970)"
"21846036","CS","N,P","Cross section for 16O(n,p)16N","14.7","14.7","1","False","W.Schantl","1970","Thesis or dissertation: Schantl  (1970)"
"21846037","CS","N,P","Cross section for 16O(n,p)16N","14.7","14.7","1","False","W.Schantl","1970","Thesis or dissertation: Schantl  (1970)"
"21926002","CS","N,TOT","Cross section for 16O(n,Total)","0.00079071","0.9346599999999999","310","True","M.Ohkubo","1987","Report other than progress report: JAERI-M-86-193  (1987); Conf.on Nucl.Data f.Basic a.Appl.Sci.,Santa Fe 1985 2,1623 (1985); Private communication: Ohkubo  (1984)"
"22105006","CS","N,TOT","Spectrum average Cross section for 16O(n,Total)","0.143","2.1","3","True","L.Koester,W.Waschkowski,J.Meier,G.Rau,M.Salehi","1988","Zeitschrift fuer Physik,Section A 330,387 (1988)"
"22113002","CS","N,EL","Cross section for 16O(n,Elastic)16O","6.369","14.888","14","True","G.Boerker,R.Boettger,H.J.Brede,H.Klein,W.Mannhart,R.L.Siebert","1988","Conf.on Nucl.Data For Sci.and Technol.,Mito 1988 ,193 (1988); Report other than progress report: PTB-N-1  (1989)"
"22113003","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","6.369","14.888","294","True","G.Boerker,R.Boettger,H.J.Brede,H.Klein,W.Mannhart,R.L.Siebert","1988","Conf.on Nucl.Data For Sci.and Technol.,Mito 1988 ,193 (1988); Report other than progress report: PTB-N-1  (1989)"
"22127010","CS","N,EL","Cross section for 16O(n,Elastic)16O","21.6","21.6","1","True","N.Olsson,E.Ramstroem,B.Trostell","1989","Private communication: Olsson  (1989); Nuclear Physics,Section A 509,161 (1990)"
"22127011","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","21.6","21.6","38","True","N.Olsson,E.Ramstroem,B.Trostell","1989","Private communication: Olsson  (1989); Nuclear Physics,Section A 509,161 (1990)"
"22157033","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.1","18.0","24","True","M.Baba,M.Ishikawa,T.Kikuchi,H.Wakabayashi,N.Yabuta,N.Hirakawa","1988","Conf.on Nucl.Data For Sci.and Technol.,Mito 1988 209 (1988)"
"22263002","CS","N,G","Partial cross section for 16O(n,gamma)17O","0.28","0.28","2","True","M.Igashira,H.Kitazawa,K.Takaura","1992","Nuclear Physics,Section A 536,285 (1992)"
"22475002","CS","N,T","Average Cross section for 16O(n,t)14N","18.0","25.0","8","True","S.Shibata,T.Shibata,M.Imamura,T.Ohkubo,S.Satoh,Y.Uwamino,N.Morikawa,N.Nogawa","1996","Radiochimica Acta 75,1 (1996)"
"22475003","CS","N,T","Average Cross section for 16O(n,t)14N","18.0","25.0","8","True","S.Shibata,T.Shibata,M.Imamura,T.Ohkubo,S.Satoh,Y.Uwamino,N.Morikawa,N.Nogawa","1996","Radiochimica Acta 75,1 (1996)"
"22494002","CS","N,P","Cross section for 16O(n,p)16N","13.6","14.9","6","True","M.Subashi,E.Gueltekin,I.A.Reyhankan,Y.Oezbir,G.Tarcan,M.Shirin,M.N.Erduran","2000","Nuclear Science and Engineering 135,(3),260 (2000)"
"22766011","DA","N,EL","Differential c/s with respect to angle for 16O(n,Elastic)16O","14.1","14.1","16","True","A.Takahashi,M.Gotoh,Y.Sasaki,H.Sugimoto","1992","Report other than progress report: OKTAV-A-92-01  (1992)"
"22766013","CS","N,EL","Cross section for 16O(n,Elastic)16O","14.1","14.1","1","True","A.Takahashi,M.Gotoh,Y.Sasaki,H.Sugimoto","1992","Report other than progress report: OKTAV-A-92-01  (1992)"
"23005004","CS","N,A","Partial cross section for 16O(n,alpha)13C","12.8","12.8","4","True","T.Sanami,M.Baba,K.Saito,N.Hirakawa","2000","Nucl. Instrum. Methods in Physics Res.,Sect.A 440,403 (2000); Report containing conference proc.: JAERI-C-98-003 192 (1998); C,99OSAKA,447 (1999)"
"23005004","CS","N,A","Partial cross section for 16O(n,alpha)13C","13.7","15.0","4","True","T.Sanami,M.Baba,K.Saito,N.Hirakawa","2000","Nucl. Instrum. Methods in Physics Res.,Sect.A 440,403 (2000); Report containing conference proc.: JAERI-C-98-003 192 (1998); C,99OSAKA,447 (1999)"
"23040002","CS","N,A","Partial cross section for 16O(n,alpha)13C","3.95","4.4","19","True","G.Giorginis,V.Khryachkov,V.Corcalciuc,M.Kievets","2007","Conf.on Nucl.Data for Sci. and Technology,Nice 2007 1,525 (2007); Report containing conference proc.: EUR-23883 67 (2010)"
"23040003","CS","N,A","Partial cross section for 16O(n,alpha)13C","3.9","5.2","30","True","G.Giorginis,V.Khryachkov,V.Corcalciuc,M.Kievets","2007","Conf.on Nucl.Data for Sci. and Technology,Nice 2007 1,525 (2007); Report containing conference proc.: EUR-23883 67 (2010)"
"23040004","CS","N,A","Partial cross section for 16O(n,alpha)13C","3.9","5.2","28","True","G.Giorginis,V.Khryachkov,V.Corcalciuc,M.Kievets","2007","Conf.on Nucl.Data for Sci. and Technology,Nice 2007 1,525 (2007); Report containing conference proc.: EUR-23883 67 (2010)"
"23040005","CS","N,A","Partial cross section for 16O(n,alpha)13C","4.96","9.0","55","True","G.Giorginis,V.Khryachkov,V.Corcalciuc,M.Kievets","2007","Conf.on Nucl.Data for Sci. and Technology,Nice 2007 1,525 (2007); Report containing conference proc.: EUR-23883 67 (2010)"
"23296011","CS","N,G","Cross section for 16O(n,gamma)17O","2.5299999999999998e-08","2.5299999999999998e-08","1","True","R.B.Firestone,Zs.Revay","2016","Physical Review,Part C,Nuclear Physics 93,044311 (2016)"
"23297002","CS","N,G","Raw data (see REACTION text) Cross section for 16O(n,gamma)17O","0.157","0.556","14","True","M.Kinoshita,Y.Nagai","1999","Thesis or dissertation: Kinoshita  (1999)"
"23297003","CS","N,G","Raw data (see REACTION text) Cross section for 16O(n,gamma)17O","0.157","0.556","7","True","M.Kinoshita,Y.Nagai","1999","Thesis or dissertation: Kinoshita  (1999)"
"23297004","CS","N,G","Cross section for 16O(n,gamma)17O","0.157","0.556","7","True","M.Kinoshita,Y.Nagai","1999","Thesis or dissertation: Kinoshita  (1999)"
"23298002","CS","N,G","Partial cross section for 16O(n,gamma)17O","0.39","0.549","8","True","T.Matsushima,H.Kitazawa","2003","Thesis or dissertation: Matsushima  (2003)"
"30007003","CS","N,P","Cross section for 16O(n,p)16N","14.8","14.8","1","True","R.Prasad,D.C.Sarkar","1971","Nuovo Cimento A 3,(3),467 (1971)"
